PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey
R1rPd,r1b2rk1/pppp2pp/4p3/4N3/2PQ4/P7/1Pq1KPPP/R4B1R w - - 1 15,d4d2 f8f2 e2f2 c2d2,1426,76,96,16688,attraction crushing deflection master middlegame short,https://lichess.org/TKy628wk#28,English_Opening English_Opening_Agincourt_Defense,1602048
iDq2c,r3k1nr/pp1b1ppp/3bp3/3pq3/8/1Q1BB1P1/PP3P1P/RN3RK1 b kq - 0 12,d7c6 e3f4 e5f6 f4d6,1519,74,95,20547,advantage opening short skewer,https://lichess.org/FAF5omhh/black#23,French_Defense French_Defense_Advance_Variation,1951965
hKltG,r1b1k1nr/ppp2ppp/2np1q2/2bQ1NB1/4P3/8/PPP2PPP/RN2KB1R b KQkq - 1 7,f6g5 f5d6 c5d6 d5g5,1607,76,95,27084,advantage discoveredAttack opening short,https://lichess.org/YA55pSK6/black#13,Scotch_Game Scotch_Game_Classical_Variation,2572980
aNO0W,1k5r/pq4pp/4p3/4P3/3Q4/8/Pp4PP/1R4K1 b - - 0 22,h8c8 b1b2 b7b2 d4b2,1481,76,97,14514,crushing endgame pin short,https://lichess.org/xsNR0WJ6/black#43,,1407858
rNxee,r3r1k1/pp3p1p/1np5/6Q1/2qP4/P7/1P3P1P/1K2R3 b - - 5 27,g8f8 g5h6 f8g8 e1g1 g8h8 h6f6,1613,76,97,13341,endgame long mate mateIn3,https://lichess.org/Hge8fsmk/black#53,,1294077
95XoT,8/1p2kp1p/8/rN1R4/2P4P/4rb2/PK4R1/8 w - - 6 32,g2g3 e3e2 b2b3 f3d5,1375,76,95,16610,crushing endgame short,https://lichess.org/yFUaQ7fg#62,,1577950
HLLyj,5r2/1pq3pk/2p1Q2p/p3b2P/P2p4/2PP1N2/1P4P1/R6K b - - 2 28,f8f6 e6e5 c7e5 f3e5,1482,73,95,22069,advantage endgame short,https://lichess.org/xgPlkZSh/black#55,,2096555
STjEv,r5k1/2p2ppp/1p1q4/1Pn1p3/1pPpP3/1N4P1/3Q1PBP/5RK1 w - - 2 23,d2b4 a8a4 b4d2 c5b3,1579,76,95,18917,advantage middlegame short,https://lichess.org/spfYAHK3#44,,1797115
HKIFI,1k6/p1b5/1p5p/1Np5/3p4/3B2P1/PPPq3P/5R1K b - - 8 39,a7a6 f1f8 c7d8 f8d8 b8b7 d3e4,1231,74,95,14239,endgame exposedKing long mate mateIn3,https://lichess.org/IJrJImUF/black#77,,1352705
F4jYs,2rr4/1p4k1/1q2n2p/6p1/1P1bR3/1Q4PN/5P1P/3R2K1 b - - 0 31,e6c5 e4e7 g7h8 b3f7 d4f2 h3f2,1596,74,98,17179,crushing long middlegame quietMove,https://lichess.org/2CKr86r5/black#61,,1683542
TPMPe,2k1r2r/pb1p1p1p/1p1P1p2/2p4B/8/2P2P2/PP4PP/2KRR3 b - - 0 20,b7d5 e1e8 h8e8 d1d5,1422,74,95,14195,crushing endgame queensideAttack short,https://lichess.org/q5HlR9n9/black#39,,1348525
vTjCP,3rr1k1/1p1q4/p4Q1p/6p1/2Pn4/6PP/PP4PK/2RR4 w - - 6 28,f6h6 d4f3 g2f3 e8e2 h2g1 d7d1 c1d1 d8d1,1556,76,96,15445,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/RQj2IUGx#54,,1482720
nqz3O,2r5/p2k1ppp/1prp4/3Qnq2/4N3/1PP5/PK2RPPP/4R3 w - - 9 25,e4g3 e5d3 d5d3 f5d3 e2e7 d7d8 e7e8 d8c7,1328,76,96,13409,crushing fork middlegame veryLong,https://lichess.org/HxDeXqGH#48,,1287264
eGbVK,3r3k/p4Q2/1p5p/8/8/1Pb3P1/P3K1BP/3r4 w - - 2 31,g2f3 d1e1 e2f2 d8d2 f2e1 d2d7 e1e2 d7f7,1816,75,96,13690,crushing discoveredAttack endgame exposedKing sacrifice veryLong,https://lichess.org/tKdQLLjf#60,,1314240
tBwHJ,2rr2k1/p3Q1p1/1p3p1p/1q5P/2n4R/8/PP3PP1/2R3K1 b - - 1 31,c4e5 c1c8 d8c8 e7e6,1550,78,96,20663,advantage middlegame short,https://lichess.org/b6Sa0Rfr/black#61,,1983648
FKCwI,8/7p/2k3pP/p2p1p2/P2K1P2/1P6/5P2/8 w - - 1 46,d4e5 c6c5 e5f6 d5d4 f6g7 d4d3 g7h7 d3d2,1261,75,94,14726,advancedPawn crushing endgame master pawnEndgame quietMove veryLong,https://lichess.org/MkIAZsiU#90,,1384244
OiMRA,rn2r1k1/ppp2Np1/8/5b1Q/1b1q1B2/8/PPP3PP/R4R1K b - - 1 15,d4f6 f7h6 g7h6 h5e8,1767,73,95,13572,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/yHsDbcu3/black#29,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense,1289340
8fYPx,8/2r2pkp/2P1P1p1/p3q3/1pQ5/8/P2R2PP/3K4 b - - 4 38,e5e6 c4e6 f7e6 d2d7 c7d7 c6d7,1693,75,96,13285,advancedPawn crushing endgame long,https://lichess.org/2qWQ2yV4/black#75,,1275360
q31Ct,4r3/p4pkp/3bq3/1p3p1Q/2pP4/2P4P/PPB2PP1/R4K2 w - - 1 26,h5f5 e6e2 f1g1 e2e1 a1e1 e8e1,1270,74,96,15193,endgame long mate mateIn3 sacrifice,https://lichess.org/ql5764dP#50,,1458528
OTEpS,8/1p6/4p3/p1k1B1P1/2b5/4KP2/8/8 b - - 2 52,c5d5 g5g6 d5e5 g6g7,1595,80,96,17911,advancedPawn bishopEndgame crushing endgame sacrifice short,https://lichess.org/NiPQzKJ2/black#103,,1719456
FYIRr,8/pR6/1b5p/4k1p1/2B3K1/1P3PP1/5r2/8 b - - 2 32,b6e3 b7e7 e5d4 e7e4 d4c3 e4e3,1460,74,96,23839,crushing deflection endgame long,https://lichess.org/Yj97klmA/black#63,,2288544
H7AkR,r3kb1r/ppq2ppp/2n1pn2/3p4/6P1/1P2pN2/PBPNBPP1/R2QK2R w KQkq - 0 10,f2e3 c7g3 e1f1 f6g4 d1e1 g4e3 f1g1 g3g2,1634,74,96,13259,exposedKing mate mateIn4 opening veryLong,https://lichess.org/QVYbSegJ#18,Queens_Pawn_Game Queens_Pawn_Game_Colle_System,1272864
5Dtxt,r1Qq1rk1/p3p1bp/2p3p1/6p1/3Q4/8/PPP2PPP/RN1R2K1 b - - 0 15,d8d4 c8e6 g8h8 d1d4,1541,81,94,19221,advantage intermezzo middlegame short,https://lichess.org/bslymxQf/black#29,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Fianchetto,1806774
tHxyJ,8/5pk1/PR6/6p1/2P5/1P2K2p/1r3P2/8 w - - 0 52,e3f3 h3h2 f3g2 b2f2 g2f2 h2h1q,1304,76,95,19490,advancedPawn crushing deflection endgame exposedKing long promotion rookEndgame,https://lichess.org/3jFUGXUU#102,,1851550
TMBwD,4kb1r/1p1b1ppp/1p2p3/3nP3/1P6/P1r2N2/4BPPP/R1B2RK1 w k - 6 16,c1b2 c3c2 f3d4 c2b2,1274,73,95,20688,advantage fork master middlegame short,https://lichess.org/wX5BEpNg#30,French_Defense French_Defense_Advance_Variation,1965360
LHBno,5r1k/3n1Bpp/b2r2q1/Q3p3/P7/2P1B3/5RPP/4R1K1 b - - 0 26,f8f7 a5d8 d7f8 d8f8 f7f8 f2f8,1539,76,95,22194,backRankMate long master mate mateIn3 middlegame xRayAttack,https://lichess.org/St5FTdRw/black#51,,2108430
KjSRn,4r1k1/p3r2p/6p1/1q1p4/3B4/5N1Q/P4PPP/5RK1 w - - 7 26,f3g5 b5f1 g1f1 e7e1,1341,75,95,20949,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/Fljhd1Xc#50,,1990155
2Z3g6,2b1k2r/p1pnqB1p/6pb/2N1P3/3P4/2P5/PP4PP/RN3RK1 b k - 0 18,e8d8 c5e6 e7e6 f7e6,1289,77,95,17793,crushing middlegame short,https://lichess.org/sgqe0OFm/black#35,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,1690335
zQP8U,8/1b2kppp/p2r4/3P4/1K1R1P2/PN6/2r3PP/3R4 w - - 5 27,b3c5 d6b6 b4a4 c2c5,1700,76,95,15590,crushing deflection endgame short,https://lichess.org/wZDZp9v6#52,,1481050
XNGco,rr4k1/5pp1/7p/p1pN4/8/1P2P3/P4PPP/2R3K1 b - - 1 22,b8b5 d5c7 a8b8 c7b5,1416,73,93,13255,advantage endgame fork short,https://lichess.org/c5vLPGLs/black#43,,1232715
M824L,4r1k1/5ppp/8/8/P5n1/2q1B1P1/1r2nPBP/R2QR2K w - - 8 27,e1e2 b2e2 d1e2 c3a1,1527,78,97,21896,advantage discoveredAttack middlegame short,https://lichess.org/ek1KhbaO#52,,2123912
Gq9Cy,r3r3/pp3b1R/2p2kp1/5p2/4pB1P/1P6/P3N1P1/6K1 b - - 0 28,e8h8 f4g5 f6e5 h7f7,1371,74,94,21833,advantage deflection endgame short,https://lichess.org/APslZAcm/black#55,,2052302
v2o3P,r1b1k1Q1/1p3pp1/p2qp3/2nN4/8/8/PPP2PPP/R3n1K1 b q - 1 17,d6f8 d5c7 e8e7 g8f8 e7f8 c7a8,1299,73,96,20309,advantage fork long middlegame,https://lichess.org/MeXPIDbR/black#33,French_Defense French_Defense_Classical_Variation,1949664
Yyt6X,r2q1r1k/6pp/2p2p2/pp2pP1Q/3pP3/P1PPn1R1/BP4PP/R5K1 b - - 1 20,d8e8 h5h7 h8h7 g3h3 e8h5 h3h5,1425,74,95,25531,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/OoqQCvsD/black#39,,2425445
Lkh9D,4r1k1/1pR2p1p/p7/1q1b2Nr/5Q2/P3P1P1/1P3PP1/5RK1 w - - 3 26,f4g4 h5h1 g1h1 b5f1 h1h2 f1g2,1503,76,95,19164,attraction deflection kingsideAttack long mate mateIn3 middlegame,https://lichess.org/FffWQpcX#50,,1820580
BOGRP,8/5kpp/4p3/5p2/1B1p1P2/p2P4/P1r3PP/1R5K w - - 0 32,g2g3 c2b2 b1c1 b2b4,1702,76,96,13377,advantage endgame interference short,https://lichess.org/KvEeGSnD#62,,1284192
npBdA,2r3k1/5pp1/p6p/4Pn2/6q1/1P1QP3/PB3PPP/6RK w - - 9 27,d3d7 f5g3 h2g3 g4d7,1465,75,95,17963,crushing discoveredAttack endgame short,https://lichess.org/dKYQpwR5#52,,1706485
a0kzR,8/8/p2k4/7p/RP2p1p1/4PnP1/4NPK1/3r4 b - - 0 45,d6d5 e2c3 d5c4 c3d1,1296,74,96,12767,crushing endgame fork short,https://lichess.org/YA2u0vJ4/black#89,,1225632
VkCTO,1r2q2k/2p1n1p1/3bQr1p/pp2N3/4n3/P1P1B2P/1P2NPP1/R2R2K1 w - - 1 23,e6d7 d6e5 d7e8 b8e8,1327,74,93,13384,advantage hangingPiece middlegame short,https://lichess.org/SniXGJ06#44,,1244712
21Xb9,1k4r1/1p1q3p/p2b2r1/8/3P1P2/1PP1B2p/P4Q1K/RN4R1 w - - 4 36,b1d2 g6g2 g1g2 g8g2 f2g2 h3g2,1560,74,96,14602,advancedPawn advantage exposedKing fork long middlegame,https://lichess.org/UZvGvFV6#70,,1401792
O7E8N,5br1/Q4p1p/3ppk2/1B3p2/3P4/5Pq1/PPP5/1K1R4 w - - 1 25,b5c6 g3g1 d1c1 f8h6,1693,75,96,15338,crushing endgame short,https://lichess.org/v3oRwACH#48,,1472448
gNKly,r5k1/3nRp1p/3p2p1/2pq4/1r6/PPQ4P/3N2P1/R2K4 b - - 1 27,b4b3 c3b3 d5b3 d2b3,1184,76,94,13842,advantage middlegame short,https://lichess.org/eWYes8Nv/black#53,,1301148
t0snD,6k1/R5P1/5K2/1p6/8/8/6r1/8 b - - 6 56,b5b4 a7a8 g8h7 a8h8,1240,76,95,15368,endgame mate mateIn2 rookEndgame short,https://lichess.org/E8jLIoGR/black#111,,1459960
jPpp9,8/2Br4/1P6/3k4/1P3P2/3K4/8/8 w - - 7 59,b6b7 d5c6 d3e4 c6c7,1530,77,96,23731,crushing discoveredAttack endgame master masterVsMaster short superGM,https://lichess.org/SpiB8CQg#116,,2278176
D3B5h,r4rn1/7k/4pP1p/p3P3/3P1Q2/R4R1P/1qP5/6K1 b - - 0 30,f8f7 f4e4 h7h8 e4a8,1391,76,96,16724,crushing fork middlegame short,https://lichess.org/yiaOwJUB/black#59,,1605504
k4N71,5r2/2p1k3/5n2/7p/2N2Rp1/2P1q3/PP4PP/5R1K b - - 1 28,e3d3 f1e1 e7d8 f4d4 d3d4 c3d4,1304,74,95,15219,advantage endgame exposedKing fork long,https://lichess.org/LEyKYmpr/black#55,,1445805
mB6RY,6k1/p1p2ppp/2Np1b2/1P3b2/P1PP4/2Q3P1/3Nqn1P/2K3R1 w - - 0 23,c3f3 f2d3 c1c2 d3e1,1909,77,95,13112,crushing doubleCheck middlegame queensideAttack short,https://lichess.org/WXuIwNo6#44,,1245640
82eSs,2k3r1/1p5p/p1np1pr1/3Np3/PP2P3/5PPq/2P4P/R2Q1RK1 w - - 1 21,f1f2 g6g3 g1h1 g3g2 d1g1 g2g1,1680,73,95,13886,crushing kingsideAttack long middlegame,https://lichess.org/YpYVpHmp#40,,1319170
GC60H,1k5r/ppp2p1p/2b5/4q3/6P1/P4P2/1P2P3/1K1Q1B1R w - - 0 23,h1h7 c6e4 f3e4 e5e4 b1a1 e4h7,1565,75,94,14964,advantage endgame fork long sacrifice,https://lichess.org/Ea0FZAPK#44,,1406616
bXl7K,r1bq1r2/pppp1p1k/3b1p1p/8/3p1PPB/3P3P/PPP1Q3/4RRK1 b - - 4 17,b7b6 e2e4 h7g7 e4a8,1305,76,97,15156,advantage fork middlegame short,https://lichess.org/ynUGYLsD/black#33,Ruy_Lopez Ruy_Lopez_Other_variations,1470132
qcAS5,r2k1b1r/pp1b1Qn1/1qn1p2p/4P3/2p1N1P1/1P2p3/P1P1B2P/R3NRK1 b - - 4 19,c6e5 f7f6 d8c8 f6e5,1706,77,96,16208,advantage fork middlegame short,https://lichess.org/rsRrGYLP/black#37,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation,1555968
1yx4w,3R4/7P/8/2p2p2/6nr/1p6/4k2P/2R4K w - - 5 48,h7h8q g4f2 h1g1 h4g4,1413,74,96,20873,endgame mate mateIn2 short,https://lichess.org/2sb9jHn7#94,,2003808
P5YIE,2k5/p7/7p/1p1N4/1Pp1nP1K/P5P1/7P/8 w - - 4 40,h4h5 e4f6 d5f6 c4c3 f4f5 c3c2,1834,75,96,14231,advancedPawn advantage endgame knightEndgame long sacrifice,https://lichess.org/JiDu1qZq#78,,1366176
AAT0j,rn3rk1/2p3pp/pp2p3/5p2/1P1P1P2/P1NBP1q1/2QN2b1/R4RK1 w - - 1 18,f1f2 g2h3 g1h1 g3f2,1666,74,96,18187,advantage deflection discoveredAttack kingsideAttack master middlegame short,https://lichess.org/odBaYcub#34,Nimzo-Indian_Defense Nimzo-Indian_Defense_Three_Knights_Variation,1745952
0uW7P,r3k1r1/1pp2p2/p1np4/3B3p/3NPp1q/2PP1R1b/P1P4K/R2Q4 w q - 4 20,f3h3 h4f2 h2h1 f2g2,1296,73,95,15423,mate mateIn2 middlegame short,https://lichess.org/VkNKvD9M#38,,1465185
qrhMa,r2qkb1r/pp3p2/3p2p1/2pNp2p/3nP2P/3PQ3/PPP1N1B1/2KR3R w kq - 2 16,e2c3 f8h6 e3h6 h8h6,1310,73,94,15850,crushing middlegame pin short,https://lichess.org/C9gIkora#30,Sicilian_Defense Sicilian_Defense_Closed,1489900
7Da16,2r3rk/p4p1p/5R2/3p1Q2/Pp2q3/8/P1P3PP/5R1K w - - 4 28,f5f2 c8c2 f2c2 e4c2,1373,75,95,20319,crushing endgame short,https://lichess.org/zRlwvRaG#54,,1930305
AnbmI,2k4r/3r4/R1b4p/2P1PppN/3n1P1P/8/6P1/1R5K b - - 3 42,d7b7 a6a8 c8c7 b1b7 c6b7 a8h8,1843,74,96,13697,crushing exposedKing long middlegame,https://lichess.org/sXomqZ4V/black#83,,1314912
quPFB,r7/1bpqpkb1/p3Rn2/1p1P1n2/5B2/2N5/PPP3Q1/2K3R1 b - - 3 25,a8g8 g2g6 f7f8 g6f5,1601,76,97,15942,crushing fork middlegame short,https://lichess.org/xXM6ImtT/black#49,,1546374
YylQr,r5k1/pRp3p1/5q1p/8/5b2/5QP1/P4P1P/7K w - - 0 29,f3f4 f6c6 f2f3 c6b7,1497,73,96,23186,crushing endgame fork short,https://lichess.org/l570eB4e#56,,2225856
pshuO,3r3k/p1q2N2/1p3p1p/3p3Q/1P1Pp3/4n2P/P4K2/8 b - - 1 36,h8g7 h5h6 g7g8 h6h8 g8f7 h8h7 f7e8 h7c7,1851,76,95,13786,advantage endgame fork master sacrifice skewer veryLong,https://lichess.org/ayrZKCvn/black#71,,1309670
YayTn,3r2k1/2q2pb1/pp2b1p1/4p2p/2P1B3/1P3Q2/P2B1PPP/2R3K1 w - - 1 21,c1d1 e6g4 f3e3 g4d1,1305,76,94,15722,crushing middlegame short skewer,https://lichess.org/hJMyqnb4#40,,1477868
YJEsd,8/6pk/2p4p/7P/1K1PN3/2P2P2/6r1/8 b - - 1 37,g2b2 b4c5 b2a2 c5c6,1655,80,95,22871,advantage defensiveMove endgame short,https://lichess.org/zzXBmNMF/black#73,,2172745
3jXjU,8/3bk1r1/1p2pp2/4q3/3NP3/2PB2r1/PP3Q2/2KR3R w - - 5 36,d1g1 e5g5 c1c2 g3g1 h1g1 g5g1 f2g1 g7g1,1740,72,96,14870,advantage middlegame veryLong,https://lichess.org/fL9M3nXl#70,,1427520
JPsfR,6r1/1R3p1k/3Nnp1p/2p1p2Q/4P3/3P3P/q4PPK/8 w - - 5 33,d6f5 g8g2 h2h1 a2a1 h1g2 e6f4 g2h2 f4h5,1915,72,95,13914,crushing endgame fork sacrifice veryLong,https://lichess.org/31IqkXSQ#64,,1321830
0sh9d,8/2Rb3p/1p3pp1/1k2p3/2P5/3rNP1P/6PK/8 b - - 0 37,b5b4 e3d5 b4b3 c7d7,1738,75,96,16371,advantage endgame interference short,https://lichess.org/zcPfWMT1/black#73,,1571616
s5ejg,1k1r3r/1p3p2/p1p3P1/q2p3p/3P2B1/b1P1PQP1/1P3P2/2KR3R w - - 0 22,g4h5 a5c3 c1b1 c3b2,1496,73,95,19899,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/pmKj13CT#42,,1890405
UV4V2,r1bqrk2/1pp5/p1n1p2Q/3p4/2PP4/P1P1P3/5PPP/R3K2R b KQ - 2 16,f8e7 h6g7 e7d6 c4c5,1461,73,96,19154,mate mateIn2 middlegame short,https://lichess.org/RHsbFxFw/black#31,Queens_Gambit_Declined Queens_Gambit_Declined_Ragozin_Defense,1838784
FZxJ2,6k1/P5p1/2Bp3p/2pP4/6qb/5p2/5P2/R2Q2K1 w - - 3 33,g1f1 g4g2 f1e1 g2f2,1492,76,96,25205,attackingF2F7 endgame mate mateIn2 short,https://lichess.org/hxvZGegK#64,,2419680
EFtpn,8/8/5k1p/2n2p1P/2B1pP2/4P3/1pK5/8 b - - 1 43,c5d3 c4d3 e4d3 c2b2,1256,73,95,14601,crushing endgame short,https://lichess.org/QhxQKyFS/black#85,,1387095
yu2zs,6k1/1pr2r1p/2n1Q1p1/3R4/p3P3/P4P2/1PP3q1/1K1R4 b - - 1 27,c6e7 d5d8 g8g7 e6e5 g7h6 e5c7,1360,74,95,19215,crushing fork long middlegame pin,https://lichess.org/n1rjZrBT/black#53,,1825425
70YI3,6rk/3R2pp/p7/2q1P3/6QB/2p4P/1r3PP1/6K1 b - - 10 36,c3c2 g4g7 g8g7 d7d8 c5f8 d8f8 g7g8 h4f6,1657,74,96,17536,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/e5EmRvtq/black#71,,1683456
G0tiu,r3r1k1/ppqn1pbp/2p2np1/8/3BN3/1P1BPQ1P/P1P3P1/R4RK1 b - - 4 15,f6e4 f3f7 g8h8 f7g7,1633,76,96,15974,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/a0muQYsH/black#29,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,1533504
ZC0uK,5k2/2p2r1p/b3pNpP/p2pQ1P1/3P4/2P2P2/q7/3RK3 w - - 6 32,e5e6 f7e7 f6h7 f8e8,1392,74,95,15781,crushing endgame pin short,https://lichess.org/CS3ETMMB#62,,1499195
fTNyA,1rr4k/p6p/1p3QP1/2p5/8/2P3Pq/P4n1P/5RK1 b - - 2 28,h8g8 f6f7 g8h8 g6g7,1506,74,97,20928,advancedPawn endgame fork mate mateIn2 short,https://lichess.org/k3Gy1zQO/black#55,,2030016
0XKJS,7q/pp3Q1P/2p5/2kp4/2n5/4p3/N6R/1K6 w - - 0 44,f7g8 c4a3 b1c1 h8a1,1862,74,95,13361,endgame mate mateIn2 short,https://lichess.org/8SDWTW2h#86,,1269295
GgNxt,8/6p1/p1p3kp/P7/2PP4/7P/6P1/7K w - - 1 40,h1g1 g6f5 d4d5 c6d5 c4d5 f5e5,1442,73,95,22421,crushing endgame long pawnEndgame,https://lichess.org/Mi8jat8R#78,,2129995
aAi6V,8/7p/1k4p1/1Brppp2/pK6/2N1P1P1/5PP1/8 b - - 0 38,a4a3 c3a4 b6c7 a4c5 a3a2 c5b3,1372,74,95,23781,crushing defensiveMove endgame fork long,https://lichess.org/i1moqEuR/black#75,,2259195
5wuC2,8/k2P3p/5Rp1/5p2/p1Pn1P2/3n4/BP2r2P/5K2 w - - 1 41,d7d8q e2f2 f1g1 d4f3 g1h1 f2h2,1700,77,95,20391,arabianMate endgame exposedKing long mate mateIn3,https://lichess.org/egx4Bnol#80,,1937145
vKfx2,r2qk2r/1b3pp1/p2bpnp1/1p1pB3/2pPP3/2P2Q2/PPBN1PPP/2KR3R b kq - 2 15,e8g8 e5d6 d8d6 e4e5,1567,74,96,16912,advantage middlegame short,https://lichess.org/JYFMCkp4/black#29,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,1623552
kixYj,6k1/2Nb2p1/3p2pp/p7/3q1P1P/1P2r3/P1P2QPK/5R2 w - - 0 31,f1e1 e3h3 h2g1 h3h1 g1h1 d4f2,1491,73,96,24356,crushing deflection endgame long,https://lichess.org/eCPHi6fe#60,,2338176
7oApw,5Q2/1q5k/4p1pp/pp6/3P4/P3P3/5PP1/6K1 w - - 1 34,g2g3 b5b4 a3b4 a5b4,1432,77,96,19735,crushing endgame queenEndgame short,https://lichess.org/jemVEN4H#66,,1894560
qyziG,r2q1rk1/1pp2ppp/1p1p1n2/1B6/1P1Q1P2/6R1/PBb3PP/R5K1 b - - 1 16,c7c6 d4f6 d8f6 b2f6,1339,75,95,23255,advantage middlegame pin short,https://lichess.org/7mTg8qlZ/black#31,Italian_Game Italian_Game_Giuoco_Piano,2209225
qDOKU,5q2/2p4k/2Pb2p1/4Nb1p/3P4/2Q2pP1/5P1P/1r1BR1K1 w - - 8 35,e5f3 d6b4 c3e3 b4e1,1357,76,95,17903,advantage middlegame short skewer,https://lichess.org/U8XvdDqb#68,,1700785
ymcYc,3qr1n1/1pp2ppk/p2p3p/6P1/3B1P1Q/P6P/1PP5/2KR4 b - - 0 23,e8e4 g5g6 f7g6 h4d8,1370,78,95,22005,crushing discoveredAttack endgame short,https://lichess.org/L2DjS2Bt/black#45,,2090475
A3MsM,k4nrr/1pBq4/pPp1pb2/P1Pp1p2/3P2P1/2N1P3/KR2Q1P1/7R b - - 0 34,h8h1 e2a6 b7a6 b6b7 a8a7 b7b8q,1626,77,95,16808,advancedPawn long mate mateIn3 middlegame promotion queensideAttack sacrifice,https://lichess.org/9213k501/black#67,,1596760
dNylP,2r2k2/1q3p2/3p4/3Pp1Qp/r3P2P/KP3P2/2P5/3R2R1 w - - 0 45,b3a4 c8c3 a3a2 c3c2 a2a1 b7b2,1234,74,96,14321,endgame long mate mateIn3,https://lichess.org/pMwnvumE#88,,1374816
0erAU,6k1/p4Npp/2n5/2q5/PR3bP1/KQ1p3P/4rP2/8 b - - 1 32,c6b4 f7h6 g8f8 b3f7,1555,77,93,13514,doubleCheck endgame mate mateIn2 short,https://lichess.org/XM6QzcKj/black#63,,1256802
ylKIK,2k5/pp5R/5P2/8/7B/2pbb3/6P1/3K4 w - - 7 36,f6f7 c3c2 d1e1 c2c1q,1328,74,96,21509,advancedPawn deflection endgame mate mateIn2 promotion short,https://lichess.org/ykRL4emm#70,,2064864
pITZ3,r4rk1/2p2p1p/p1pbp3/7b/5q2/P1B2N1P/2PP1PP1/R2Q1RK1 w - - 7 18,g2g3 f4f3 d1f3 h5f3,1504,76,94,13279,crushing middlegame short,https://lichess.org/LW6rJngS#34,Scandinavian_Defense Scandinavian_Defense_Main_Line,1248226
bdsYA,r4rk1/2p1bppp/p7/1p6/5B2/6Q1/Pq3PPP/R2R2K1 b - - 1 20,a8d8 f4e5 b2e5 g3e5,1699,74,96,16053,advantage middlegame short,https://lichess.org/Lu6bETpd/black#39,,1541088
ca8Hw,rnbq1rk1/pp2ppbp/3p1np1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w - - 4 8,c1f4 e7e5 f4g3 e5d4,1485,74,94,13126,advantage fork opening short,https://lichess.org/lN7cgQo6#14,Sicilian_Defense Sicilian_Defense_Dragon_Variation,1233844
vmqJM,1k1r4/pppr1p2/8/1P1P3p/Q6P/P1q1B1P1/5P2/3R1K2 b - - 0 33,d7d5 a4a7 b8c8 a7a8 c8d7 d1d5,1238,76,93,13165,crushing endgame interference long queensideAttack,https://lichess.org/BobiAPUO/black#65,,1224345
xI8CQ,8/1p1r4/pR1p1P2/P1pPbk1p/4N3/2P1P3/1P2K3/8 w - - 3 41,e2d3 c5c4 d3c4 f5e4,1689,76,96,13877,crushing deflection endgame short,https://lichess.org/kyT45hNE#80,,1332192
eulIJ,4rrk1/2pnnpp1/p2p3p/1p2P3/5q1P/2B2B2/P2N1P2/R2QK2R w KQ - 1 21,e5d6 e7d5 e1f1 d5c3,1282,73,96,18288,crushing discoveredAttack middlegame short,https://lichess.org/UgkWUV3G#40,,1755648
eaokh,3r3r/pppk2p1/2p2pn1/2b1p3/4P3/1PP3P1/P2P2PN/RNB2R1K w - - 0 16,c1a3 h8h2 h1h2 d8h8,1325,75,97,22077,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/dXRhUdka#30,Ruy_Lopez Ruy_Lopez_Nurnberg_Variation,2141469
I5eYK,1r2r1k1/5pp1/p6Q/2p1q3/4p3/1P4R1/P1P2PPP/R5K1 w - - 1 30,a1e1 e5g3 h2g3 g7h6,1523,75,95,21029,crushing endgame short,https://lichess.org/F3jhMBxB#58,,1997755
siGCQ,2k4r/pp3p2/2pppq2/8/2PQ4/3PPbP1/PP3P2/R4KRr w - - 7 28,d4f6 h1g1 f1g1 h8h1,986,81,95,13917,attraction endgame mate mateIn2 short,https://lichess.org/FykJBnYp#54,,1322115
q80fo,1R1B2k1/5p2/p7/P2pP2p/5PbP/r2n1BK1/8/8 b - - 3 34,d3e5 d8e7 g8h7 e7a3,1423,79,95,17794,advantage discoveredAttack endgame short,https://lichess.org/ZBAKQI79/black#67,,1690430
sXdCc,2rqk2r/pp2nppp/1b2pn2/3p1b2/1P1P4/P1N1PNP1/1B3PBP/R2Q1RK1 w k - 5 13,c3a4 f5c2 d1e2 c2a4,1495,75,96,20986,advantage interference middlegame short,https://lichess.org/5lXKicx3#24,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense,2014656
